ResponseId,Response,J_WorkerId,J_Gender,J_Literacy,J_Age,Empathy,R_WorkerId,R_Gender,R_Literacy,R_Age,Treatment,ConversationId,Confidence,R_Discreet,R_Effectiveness,R_Efficiency,R_Explanation,R_Intentuse,R_Satisfaction,R_Transparency,R_Trust,R_Useful,,,,,,,,,,,,0
39RP059MEIP3GBNCNU74YVP6FLWBM4,I'll be your valentine!,A3Q9MCOULHCS4S,female,profession,36-45,very,A3VZ5K4RRT6NN8,male,native,26-35,2,5,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,I'll be your valentine!,A3CENIDTHHT4R8,female,native,46-55,very,A3VZ5K4RRT6NN8,male,native,26-35,2,5,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Oh okay.,A3HGU6NO6U38IN,female,native,26-35,none,A3VZ5K4RRT6NN8,male,native,26-35,0,6,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Oh okay.,A231ZFAME6FLN,female,native,36-45,none,A3VZ5K4RRT6NN8,male,native,26-35,0,6,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Oh okay.,A1QSTGFG23OZHT,female,native,18-25,none,A3VZ5K4RRT6NN8,male,native,26-35,0,6,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm sorry. I'll be home around 3, I'll bring some corn meal and bay leaves... they hate that right?",A19LVWX8ZLO6CS,male,native,36-45,slightly,A1JN13098RIE78,female,native,46-55,2,2,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm sorry. I'll be home around 3, I'll bring some corn meal and bay leaves... they hate that right?",A82RLSJJXBKE8,female,native,18-25,very,A1JN13098RIE78,female,native,46-55,2,2,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm sorry. I'll be home around 3, I'll bring some corn meal and bay leaves... they hate that right?",A166A2M31CW2C7,male,native,26-35,extremely,A1JN13098RIE78,female,native,46-55,2,2,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Screw him,A2DF1NCVJ8V8K2,female,profession,56-65,none,A37AWU2VH1ZIXX,female,native,36-45,2,5,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Screw him,A1OFPROOWWSHUF,male,native,26-35,very,A37AWU2VH1ZIXX,female,native,36-45,2,5,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Screw him,A3Q9MCOULHCS4S,female,profession,36-45,extremely,A37AWU2VH1ZIXX,female,native,36-45,2,5,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,That sucks! I am thankful I didn't get laid off too.,A2BIZNP74JU80U,female,native,36-45,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,7,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,That sucks! I am thankful I didn't get laid off too.,A2UB7B47QOX4H8,female,native,36-45,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,7,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,That sucks! I am thankful I didn't get laid off too.,A1Y8KKZE2XHW8X,female,native,26-35,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,7,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,have you thought about getting a new gig?,AQVXVMX61864S,male,native,26-35,moderately,A1JN13098RIE78,female,native,46-55,2,3,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,have you thought about getting a new gig?,A1XQ7Y5CBAS43K,female,native,36-45,very,A1JN13098RIE78,female,native,46-55,2,3,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,have you thought about getting a new gig?,A3GNQDFPZALU92,male,native,26-35,none,A1JN13098RIE78,female,native,46-55,2,3,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,K? Are you mad?,AD317NO9623GZ,female,native,36-45,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,8,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,K? Are you mad?,A19D89YNO9Z52K,female,native,18-25,none,A3VZ5K4RRT6NN8,male,native,26-35,0,8,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,K? Are you mad?,AQVXVMX61864S,male,native,26-35,none,A3VZ5K4RRT6NN8,male,native,26-35,0,8,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Wasn't me, Dude! I haven't even seen or talked to her in a week!",A15WCNO32MHBAF,male,native,56-65,slightly,A1JN13098RIE78,female,native,46-55,2,4,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Wasn't me, Dude! I haven't even seen or talked to her in a week!",A340UGIDGIF4W6,female,native,46-55,none,A1JN13098RIE78,female,native,46-55,2,4,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Wasn't me, Dude! I haven't even seen or talked to her in a week!",A19D89YNO9Z52K,female,native,18-25,extremely,A1JN13098RIE78,female,native,46-55,2,4,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Oh, well you tried",AAL9C3HQU74I2,male,native,18-25,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,6,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Oh, well you tried",ADLF8HVS3C7IL,male,native,18-25,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,6,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Oh, well you tried",A2T11H7YI7QPGD,male,native,26-35,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,6,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Oh im sorry,A39N860RODN562,female,native,18-25,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,7,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Oh im sorry,A17HFDRWYZL1CD,male,native,18-25,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,7,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Oh im sorry,A1IHI23KH87K5W,male,native,46-55,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,7,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"that sucks. how'd you find out? what did he say? srsly, he's a douche!",A33HA8ENAW2HOV,female,native,18-25,very,A1JN13098RIE78,female,native,46-55,2,5,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"that sucks. how'd you find out? what did he say? srsly, he's a douche!",A27M4UQJMN22N4,male,native,18-25,very,A1JN13098RIE78,female,native,46-55,2,5,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"that sucks. how'd you find out? what did he say? srsly, he's a douche!",AD317NO9623GZ,female,native,36-45,very,A1JN13098RIE78,female,native,46-55,2,5,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,What do you need help with?,AD317NO9623GZ,female,native,36-45,none,A3VZ5K4RRT6NN8,male,native,26-35,0,9,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,What do you need help with?,A1ZRK6K5JUPJAV,male,native,36-45,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,9,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,What do you need help with?,A1QSTGFG23OZHT,female,native,18-25,none,A3VZ5K4RRT6NN8,male,native,26-35,0,9,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"It's all good! But, hey, if that was you, you don't need that diet anyway!",A3GNQDFPZALU92,male,native,26-35,very,A1JN13098RIE78,female,native,46-55,0,6,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"It's all good! But, hey, if that was you, you don't need that diet anyway!",AC4QN4N0PY7YF,male,native,26-35,very,A1JN13098RIE78,female,native,46-55,0,6,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"It's all good! But, hey, if that was you, you don't need that diet anyway!",A2BIZNP74JU80U,female,native,36-45,moderately,A1JN13098RIE78,female,native,46-55,0,6,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Haha! That sucks! Stupid cars lol.,AQVXVMX61864S,male,native,26-35,very,A3VZ5K4RRT6NN8,male,native,26-35,0,10,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Haha! That sucks! Stupid cars lol.,A2MMMYB7AE5RQN,male,native,26-35,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,10,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Haha! That sucks! Stupid cars lol.,A3PNCUDQAOHW8H,female,native,46-55,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,10,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,R u busy?,A19LVWX8ZLO6CS,male,native,36-45,none,A37AWU2VH1ZIXX,female,native,36-45,0,8,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,R u busy?,A2BIZNP74JU80U,female,native,36-45,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,8,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,R u busy?,AQVXVMX61864S,male,native,26-35,extremely,A37AWU2VH1ZIXX,female,native,36-45,0,8,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Oh. Wow. I'm sorry, Paula... how are you doing?",A2BIZNP74JU80U,female,native,36-45,very,A1JN13098RIE78,female,native,46-55,0,7,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Oh. Wow. I'm sorry, Paula... how are you doing?",A19LVWX8ZLO6CS,male,native,36-45,extremely,A1JN13098RIE78,female,native,46-55,0,7,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"Oh. Wow. I'm sorry, Paula... how are you doing?",A166A2M31CW2C7,male,native,26-35,very,A1JN13098RIE78,female,native,46-55,0,7,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,I'll make sure they are hot when I get them.,A19D89YNO9Z52K,female,native,18-25,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,11,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,I'll make sure they are hot when I get them.,AD317NO9623GZ,female,native,36-45,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,11,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,I'll make sure they are hot when I get them.,A1B76WYZ47BQJ,male,native,56-65,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,11,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Im here. What do you need?,A39N860RODN562,female,native,18-25,very,A37AWU2VH1ZIXX,female,native,36-45,0,9,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Im here. What do you need?,ADLF8HVS3C7IL,male,native,18-25,very,A37AWU2VH1ZIXX,female,native,36-45,0,9,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Im here. What do you need?,A23H7XNZHF8JQY,female,native,26-35,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,9,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Ugh, how unfortunate!",A3F0NFNLOLFJT0,male,native,26-35,extremely,A37AWU2VH1ZIXX,female,native,36-45,0,10,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Ugh, how unfortunate!",A1Y8KKZE2XHW8X,female,native,26-35,very,A37AWU2VH1ZIXX,female,native,36-45,0,10,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,"Ugh, how unfortunate!",A231ZFAME6FLN,female,native,36-45,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,10,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yeah I just want some alone time right now. Maybe next time.,AQVXVMX61864S,male,native,26-35,very,A3VZ5K4RRT6NN8,male,native,26-35,0,12,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yeah I just want some alone time right now. Maybe next time.,A19D89YNO9Z52K,female,native,18-25,very,A3VZ5K4RRT6NN8,male,native,26-35,0,12,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yeah I just want some alone time right now. Maybe next time.,AAL9C3HQU74I2,male,native,18-25,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,12,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,You ok? I'm totally sorry I crashed. Ur mad.,A1OFPROOWWSHUF,male,native,26-35,none,A1JN13098RIE78,female,native,46-55,0,8,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,You ok? I'm totally sorry I crashed. Ur mad.,A231ZFAME6FLN,female,native,36-45,moderately,A1JN13098RIE78,female,native,46-55,0,8,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,You ok? I'm totally sorry I crashed. Ur mad.,ADLF8HVS3C7IL,male,native,18-25,very,A1JN13098RIE78,female,native,46-55,0,8,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yep gonna have to figure out who isn't going now.,A27M4UQJMN22N4,male,native,18-25,none,A3VZ5K4RRT6NN8,male,native,26-35,0,13,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yep gonna have to figure out who isn't going now.,A30MP4LXV4MIFD,male,native,26-35,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,13,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Yep gonna have to figure out who isn't going now.,A2PZB9LF450MVX,female,native,26-35,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,13,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Ill run,A3HGU6NO6U38IN,female,native,26-35,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,11,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Ill run,A3P6IXUM1ND35A,male,native,26-35,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,11,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Ill run,A17HFDRWYZL1CD,male,native,18-25,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,11,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Okay I'll call you at 2.,A2UB7B47QOX4H8,female,native,36-45,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,14,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Okay I'll call you at 2.,A2MMMYB7AE5RQN,male,native,26-35,very,A3VZ5K4RRT6NN8,male,native,26-35,0,14,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Okay I'll call you at 2.,A340UGIDGIF4W6,female,native,36-45,slightly,A3VZ5K4RRT6NN8,male,native,26-35,0,14,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"What's up!? Sorry, I'd left my phone in the car. What's wrong?",A15HH69K0VGFQ,female,native,26-35,extremely,A1JN13098RIE78,female,native,46-55,0,9,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"What's up!? Sorry, I'd left my phone in the car. What's wrong?",A2PZB9LF450MVX,female,native,26-35,extremely,A1JN13098RIE78,female,native,46-55,0,9,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"What's up!? Sorry, I'd left my phone in the car. What's wrong?",A231ZFAME6FLN,female,native,36-45,slightly,A1JN13098RIE78,female,native,46-55,0,9,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,no way! what an ass! you need clothes or anything?,A82RLSJJXBKE8,female,native,18-25,very,A1JN13098RIE78,female,native,46-55,0,10,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,no way! what an ass! you need clothes or anything?,A33HA8ENAW2HOV,female,native,18-25,extremely,A1JN13098RIE78,female,native,46-55,0,10,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,no way! what an ass! you need clothes or anything?,A17HFDRWYZL1CD,male,native,18-25,extremely,A1JN13098RIE78,female,native,46-55,0,10,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Just not feeling well,A2MMMYB7AE5RQN,male,native,26-35,none,A37AWU2VH1ZIXX,female,native,36-45,0,12,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Just not feeling well,AD317NO9623GZ,female,native,36-45,slightly,A37AWU2VH1ZIXX,female,native,36-45,0,12,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Just not feeling well,A17HFDRWYZL1CD,male,native,18-25,none,A37AWU2VH1ZIXX,female,native,36-45,0,12,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Hope you find it soon.,A1OFPROOWWSHUF,male,native,26-35,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,15,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Hope you find it soon.,A340UGIDGIF4W6,female,native,36-45,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,15,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
39RP059MEIP3GBNCNU74YVP6FLWBM4,Hope you find it soon.,A3Q9MCOULHCS4S,female,profession,36-45,moderately,A3VZ5K4RRT6NN8,male,native,26-35,0,15,HighOnly,agree,agree,neutral,agree,strongagree,strongagree,disagree,agree,strongagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm doing what I can. They're always cold, anyway. Relax, man.",A1QSTGFG23OZHT,female,native,18-25,slightly,A1JN13098RIE78,female,native,46-55,0,11,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm doing what I can. They're always cold, anyway. Relax, man.",A166A2M31CW2C7,male,native,26-35,moderately,A1JN13098RIE78,female,native,46-55,0,11,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm doing what I can. They're always cold, anyway. Relax, man.",ANK8K5WTHJ61C,female,native,46-55,none,A1JN13098RIE78,female,native,46-55,0,11,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Hmm what should we do?,AD317NO9623GZ,female,native,36-45,none,A37AWU2VH1ZIXX,female,native,36-45,0,13,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Hmm what should we do?,A3GNQDFPZALU92,male,native,26-35,none,A37AWU2VH1ZIXX,female,native,36-45,0,13,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
3IOEN3P9S8F0EAKSYH7Y3NFB34L61R,Hmm what should we do?,A17HFDRWYZL1CD,male,native,18-25,moderately,A37AWU2VH1ZIXX,female,native,36-45,0,13,HighOnly,disagree,strongdisagree,strongdisagree,neutral,strongdisagree,agree,disagree,neutral,strongdisagree,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm fine, don't worry. Just not feelin' it, ya know?",A3P6IXUM1ND35A,male,native,26-35,very,A1JN13098RIE78,female,native,46-55,0,12,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm fine, don't worry. Just not feelin' it, ya know?",A2T11H7YI7QPGD,male,native,26-35,very,A1JN13098RIE78,female,native,46-55,0,12,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
34J10VATJGU4OYZALX621RDOKD4IQ0,"I'm fine, don't worry. Just not feelin' it, ya know?",AC4QN4N0PY7YF,male,native,26-35,moderately,A1JN13098RIE78,female,native,46-55,0,12,HighOnly,agree,agree,agree,agree,disagree,neutral,neutral,neutral,neutral,,,,,,,,,,,,
