ResponseId,Response,J_WorkerId,J_Gender,J_Literacy,J_Age,Empathy,R_WorkerId,R_Gender,R_Literacy,R_Age,Treatment,ConversationId,,,,,,,,,,,,,,,,,,,,,,0
3R8YZBNQ9IE7ZEIE2625A2NF6DXQ7D,I know. I'll clean it up as soon as I get home. Love you Mom!,A3U761PEG7MFKT,female,native,36-45,slightly,A298FAWY76NZA9,female,native,36-45,1,2,,,,,,,,,,,,,,,,,,,,,,
3R8YZBNQ9IE7ZEIE2625A2NF6DXQ7D,I know. I'll clean it up as soon as I get home. Love you Mom!,A1H4GJFI4NJWKV,female,native,36-45,moderately,A298FAWY76NZA9,female,native,36-45,1,2,,,,,,,,,,,,,,,,,,,,,,
3VBEN272MLV25N8SNDV4BFF9N4HSGN,"Sorry mom, I won't do it next time.",A1JEMN51X76N2O,female,native,46-55,slightly,AE2QWV0TZNJAN,female,native,18-25,1,2,,,,,,,,,,,,,,,,,,,,,,
3VBEN272MLV25N8SNDV4BFF9N4HSGN,"Sorry mom, I won't do it next time.",AY9S6HCHZ8F1Y,male,native,26-35,moderately,AE2QWV0TZNJAN,female,native,18-25,1,2,,,,,,,,,,,,,,,,,,,,,,
3VBEN272MLV25N8SNDV4BFF9N4HSGN,"Sorry mom, I won't do it next time.",A8E99XNOTT390,female,native,36-45,very,AE2QWV0TZNJAN,female,native,18-25,1,2,,,,,,,,,,,,,,,,,,,,,,
32Z9ZLUT1MG17RBA02WDCAH95CTOHH,What's going on?,A1H4GJFI4NJWKV,female,native,36-45,none,A1L62VC27LQKPA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
32Z9ZLUT1MG17RBA02WDCAH95CTOHH,What's going on?,A8E99XNOTT390,female,native,36-45,moderately,A1L62VC27LQKPA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
32Z9ZLUT1MG17RBA02WDCAH95CTOHH,What's going on?,A2SKVQA1LQCH0M,female,profession,26-35,none,A1L62VC27LQKPA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
38BQUHLA9XWNZ5CLRZCQ4FP5M05MO5,Sometimes you just have to let it go and move on bosses can be straight nightmares,A3U761PEG7MFKT,female,native,36-45,moderately,A214JTAHTAWUKA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
38BQUHLA9XWNZ5CLRZCQ4FP5M05MO5,Sometimes you just have to let it go and move on bosses can be straight nightmares,A3TWIUN2YTYNML,female,native,36-45,extremely,A214JTAHTAWUKA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
38BQUHLA9XWNZ5CLRZCQ4FP5M05MO5,Sometimes you just have to let it go and move on bosses can be straight nightmares,AY9S6HCHZ8F1Y,male,native,26-35,slightly,A214JTAHTAWUKA,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3DH6GAKTYZLZSQF6CBBIE8JGFFZYZO,"Ugh, maybe time to look around?",A1JEMN51X76N2O,female,native,46-55,moderately,A3VVR8NR3ED04C,male,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3DH6GAKTYZLZSQF6CBBIE8JGFFZYZO,"Ugh, maybe time to look around?",A33M7EZ72P8TWF,male,native,26-35,very,A3VVR8NR3ED04C,male,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3DH6GAKTYZLZSQF6CBBIE8JGFFZYZO,"Ugh, maybe time to look around?",AWYAVVEVO3O6M,male,profession,18-25,slightly,A3VVR8NR3ED04C,male,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWBVM7F,that sucks! what are you going to do?,APRBKGIRNIXRW,male,native,26-35,moderately,A19RMAKFLYUIK6,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWBVM7F,that sucks! what are you going to do?,A3GLMBZSG3VU4P,female,native,18-25,moderately,A19RMAKFLYUIK6,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWBVM7F,that sucks! what are you going to do?,A35SC4D5YNJGOW,male,native,26-35,moderately,A19RMAKFLYUIK6,female,native,26-35,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWEI7MT,You need to tell him off or move on!,A3MYTEE8WSEQ2Z,male,native,18-25,moderately,A3IEGJT83U746S,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWEI7MT,You need to tell him off or move on!,APRBKGIRNIXRW,male,native,26-35,slightly,A3IEGJT83U746S,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3ERMJ6L4DZOGEZKMADVOTT3AWEI7MT,You need to tell him off or move on!,A3U761PEG7MFKT,female,native,36-45,none,A3IEGJT83U746S,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3LRLIPTPER537DIHW4USO7DW8BHAKU,What is going on this time? Just be patient. You got this!,A3U761PEG7MFKT,female,native,36-45,extremely,A1SR8X4ITOBUJ3,female,native,36-45,0,3,,,,,,,,,,,,,,,,,,,,,,
3LRLIPTPER537DIHW4USO7DW8BHAKU,What is going on this time? Just be patient. You got this!,ACKPIJEXGOL72,male,profession,18-25,moderately,A1SR8X4ITOBUJ3,female,native,36-45,0,3,,,,,,,,,,,,,,,,,,,,,,
3LRLIPTPER537DIHW4USO7DW8BHAKU,What is going on this time? Just be patient. You got this!,AQ5RV9HW7U6ID,male,native,18-25,slightly,A1SR8X4ITOBUJ3,female,native,36-45,0,3,,,,,,,,,,,,,,,,,,,,,,
3NXNZ5RS1BT17F1SL4RJO7XQWD379I,I hope everything is okay. What happened this time?,ACKPIJEXGOL72,male,profession,18-25,moderately,A1WT7BKCLY7VXS,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3NXNZ5RS1BT17F1SL4RJO7XQWD379I,I hope everything is okay. What happened this time?,APRBKGIRNIXRW,male,native,26-35,moderately,A1WT7BKCLY7VXS,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3NXNZ5RS1BT17F1SL4RJO7XQWD379I,I hope everything is okay. What happened this time?,AY9S6HCHZ8F1Y,male,native,26-35,very,A1WT7BKCLY7VXS,male,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3PDJHANYK6CBIL5606AJVAVIKEHH67,Keep looking - your dream job is out there.,A7KLTVEIASF4J,male,native,26-35,very,A25OEXAPBQ2LTA,male,native,56-65,0,3,,,,,,,,,,,,,,,,,,,,,,
3PDJHANYK6CBIL5606AJVAVIKEHH67,Keep looking - your dream job is out there.,A24DSECWUBZC0Z,male,native,36-45,slightly,A25OEXAPBQ2LTA,male,native,56-65,0,3,,,,,,,,,,,,,,,,,,,,,,
3PDJHANYK6CBIL5606AJVAVIKEHH67,Keep looking - your dream job is out there.,A1H4GJFI4NJWKV,female,native,36-45,none,A25OEXAPBQ2LTA,male,native,56-65,0,3,,,,,,,,,,,,,,,,,,,,,,
3QL2OFSM97ES8Y0IDVIZMUKO2ASNC1,Than why dont you just quit?,APRBKGIRNIXRW,male,native,26-35,slightly,ACP1B5CWQF2N4,female,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3QL2OFSM97ES8Y0IDVIZMUKO2ASNC1,Than why dont you just quit?,A1H4GJFI4NJWKV,female,native,36-45,none,ACP1B5CWQF2N4,female,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3QL2OFSM97ES8Y0IDVIZMUKO2ASNC1,Than why dont you just quit?,A1Z37HK53J8S87,female,native,18-25,none,ACP1B5CWQF2N4,female,native,18-25,0,3,,,,,,,,,,,,,,,,,,,,,,
3VW6495TLKWZN051GP9Z01AE9LEYYG,Keep your head up and don't let him get to you.,A2SKVQA1LQCH0M,female,profession,26-35,moderately,A36TE5CECRZYQG,female,none,46-55,0,3,,,,,,,,,,,,,,,,,,,,,,
3VW6495TLKWZN051GP9Z01AE9LEYYG,Keep your head up and don't let him get to you.,A110KENBXU7SUJ,male,native,46-55,very,A36TE5CECRZYQG,female,none,46-55,0,3,,,,,,,,,,,,,,,,,,,,,,
3VW6495TLKWZN051GP9Z01AE9LEYYG,Keep your head up and don't let him get to you.,A35DZ5AAKNOKQ8,female,native,26-35,very,A36TE5CECRZYQG,female,none,46-55,0,3,,,,,,,,,,,,,,,,,,,,,,
33M4IA01QHX1QU35XYV39RA84PZRXP,what did he do this time?,A3U761PEG7MFKT,female,native,36-45,moderately,A2LIUYEKTF2FS6,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
33M4IA01QHX1QU35XYV39RA84PZRXP,what did he do this time?,A3GLMBZSG3VU4P,female,native,18-25,slightly,A2LIUYEKTF2FS6,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
33M4IA01QHX1QU35XYV39RA84PZRXP,what did he do this time?,A2Z3I9XW0SHBPY,male,native,46-55,extremely,A2LIUYEKTF2FS6,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
351SEKWQS1DWV8LW1QYATLD6IJ6MDA,"Yeah, I know what that's like. Can't let it get to you though.",A7KLTVEIASF4J,male,native,26-35,moderately,A1ZT30BGR3266K,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
351SEKWQS1DWV8LW1QYATLD6IJ6MDA,"Yeah, I know what that's like. Can't let it get to you though.",A3TWIUN2YTYNML,female,native,36-45,extremely,A1ZT30BGR3266K,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
351SEKWQS1DWV8LW1QYATLD6IJ6MDA,"Yeah, I know what that's like. Can't let it get to you though.",A11T4227GSO6EP,male,profession,26-35,very,A1ZT30BGR3266K,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
358010RM5FPTJ1KM6I0DAOZBPUWXV6,I'm so sorry! What happened today?,AWYAVVEVO3O6M,male,profession,18-25,slightly,A1DO689PX06EMV,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
358010RM5FPTJ1KM6I0DAOZBPUWXV6,I'm so sorry! What happened today?,A3U761PEG7MFKT,female,native,36-45,extremely,A1DO689PX06EMV,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
358010RM5FPTJ1KM6I0DAOZBPUWXV6,I'm so sorry! What happened today?,A7KLTVEIASF4J,male,native,26-35,moderately,A1DO689PX06EMV,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3A9AA95ATXI7CY3GE08JCDJ9A8Z5PZ,What did he do this time?,A20O44S26VN11P,female,native,18-25,moderately,A1L62VC27LQKPA,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3A9AA95ATXI7CY3GE08JCDJ9A8Z5PZ,What did he do this time?,A33M7EZ72P8TWF,male,native,26-35,very,A1L62VC27LQKPA,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3A9AA95ATXI7CY3GE08JCDJ9A8Z5PZ,What did he do this time?,A1H4GJFI4NJWKV,female,native,36-45,slightly,A1L62VC27LQKPA,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3E47SOBEYRS0UXPRGF57HMO7GC0ICK,What did he do this time?,A14M2EERU7E8KD,female,native,26-35,very,A1MAAPY9K1G1YR,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3E47SOBEYRS0UXPRGF57HMO7GC0ICK,What did he do this time?,A20O44S26VN11P,female,native,18-25,moderately,A1MAAPY9K1G1YR,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3E47SOBEYRS0UXPRGF57HMO7GC0ICK,What did he do this time?,A1H4GJFI4NJWKV,female,native,36-45,none,A1MAAPY9K1G1YR,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3JAOYWH7VJ00M0QUPYST7CFRRT5L9U,You should probably calm down as you need the job!,A20O44S26VN11P,female,native,18-25,none,A1UGD2VEVSML1U,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3JAOYWH7VJ00M0QUPYST7CFRRT5L9U,You should probably calm down as you need the job!,A2S96ZZ70YFPSK,female,native,36-45,slightly,A1UGD2VEVSML1U,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3JAOYWH7VJ00M0QUPYST7CFRRT5L9U,You should probably calm down as you need the job!,AY9S6HCHZ8F1Y,male,native,26-35,none,A1UGD2VEVSML1U,male,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3KV0LJBBH3HQWI41JRTUYAUAXNCRM6,"I'm sorry, I know how you feel",APRBKGIRNIXRW,male,native,26-35,moderately,AK5O0ERUC7TAY,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3KV0LJBBH3HQWI41JRTUYAUAXNCRM6,"I'm sorry, I know how you feel",A2S96ZZ70YFPSK,female,native,36-45,very,AK5O0ERUC7TAY,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3KV0LJBBH3HQWI41JRTUYAUAXNCRM6,"I'm sorry, I know how you feel",A3MYTEE8WSEQ2Z,male,native,18-25,moderately,AK5O0ERUC7TAY,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3MH9DQ757X8IK00WCIQ4QGXX8Y4UG1,"I'm sorry, dude. Do you want to talk about it?",A14M2EERU7E8KD,female,native,26-35,very,A3PFBHLH46C48N,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3MH9DQ757X8IK00WCIQ4QGXX8Y4UG1,"I'm sorry, dude. Do you want to talk about it?",A35DZ5AAKNOKQ8,female,native,26-35,very,A3PFBHLH46C48N,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3MH9DQ757X8IK00WCIQ4QGXX8Y4UG1,"I'm sorry, dude. Do you want to talk about it?",AWYAVVEVO3O6M,male,profession,18-25,moderately,A3PFBHLH46C48N,female,native,36-45,1,3,,,,,,,,,,,,,,,,,,,,,,
3Q5C1WP23NX4V6KETYXTBH1B7RI15E,Uh-oh... what did he do this time?,A2A0M30DSA7ZN,female,native,26-35,moderately,AZHAEAUN4XD7J,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3Q5C1WP23NX4V6KETYXTBH1B7RI15E,Uh-oh... what did he do this time?,A7KLTVEIASF4J,male,native,26-35,slightly,AZHAEAUN4XD7J,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3Q5C1WP23NX4V6KETYXTBH1B7RI15E,Uh-oh... what did he do this time?,AQ5RV9HW7U6ID,male,native,18-25,moderately,AZHAEAUN4XD7J,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3STRJBFXOXN8M9HQ24L9JC3OW1ITKG,Have you been looking on Glassdoor? There's gotta be something better out there.,A2Z3I9XW0SHBPY,male,native,46-55,extremely,A36QD4HK0M6PUL,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3STRJBFXOXN8M9HQ24L9JC3OW1ITKG,Have you been looking on Glassdoor? There's gotta be something better out there.,A3MYTEE8WSEQ2Z,male,native,18-25,extremely,A36QD4HK0M6PUL,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
3STRJBFXOXN8M9HQ24L9JC3OW1ITKG,Have you been looking on Glassdoor? There's gotta be something better out there.,A1H4GJFI4NJWKV,female,native,36-45,slightly,A36QD4HK0M6PUL,female,native,26-35,1,3,,,,,,,,,,,,,,,,,,,,,,
31LM9EDVOMOFGC6ONNZL9YXJSXKNJ4,"Oh sorry, maybe it's time to confess and make things right.",AWYAVVEVO3O6M,male,profession,18-25,very,A23Q15TD8O2VD4,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
31LM9EDVOMOFGC6ONNZL9YXJSXKNJ4,"Oh sorry, maybe it's time to confess and make things right.",A2S96ZZ70YFPSK,female,native,36-45,slightly,A23Q15TD8O2VD4,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
31LM9EDVOMOFGC6ONNZL9YXJSXKNJ4,"Oh sorry, maybe it's time to confess and make things right.",A31681CCEVDIH3,female,native,26-35,extremely,A23Q15TD8O2VD4,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3F0BG9B9MQJG8G90TGJZNOQH5IH7YS,"Sorry to hear. I never saw her last night, I have no clue who told her. Good luck.",ACKPIJEXGOL72,male,none,18-25,slightly,A2WU2OBJC98WQP,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3F0BG9B9MQJG8G90TGJZNOQH5IH7YS,"Sorry to hear. I never saw her last night, I have no clue who told her. Good luck.",A1JEMN51X76N2O,female,native,46-55,very,A2WU2OBJC98WQP,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3F0BG9B9MQJG8G90TGJZNOQH5IH7YS,"Sorry to hear. I never saw her last night, I have no clue who told her. Good luck.",A7KLTVEIASF4J,male,native,26-35,slightly,A2WU2OBJC98WQP,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3IRIK4HM3BGK1DUQEEWIKJY27O36CI,"I didn't tell Jane about your drinking. On the other hand, it's possible you either exhibited symptoms of drinking or she smelled alcohol on your breath.",AY9S6HCHZ8F1Y,male,native,26-35,none,APBL0D4SR9TRG,male,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3IRIK4HM3BGK1DUQEEWIKJY27O36CI,"I didn't tell Jane about your drinking. On the other hand, it's possible you either exhibited symptoms of drinking or she smelled alcohol on your breath.",A20O44S26VN11P,female,native,18-25,slightly,APBL0D4SR9TRG,male,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3IRIK4HM3BGK1DUQEEWIKJY27O36CI,"I didn't tell Jane about your drinking. On the other hand, it's possible you either exhibited symptoms of drinking or she smelled alcohol on your breath.",A110KENBXU7SUJ,male,native,46-55,slightly,APBL0D4SR9TRG,male,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3O7L7BFSHFLFRV95C6B27AOA1PAEI8,Well it sure wasn't me dude! I swear. I wouldn't do this to you!,A8E99XNOTT390,female,native,36-45,very,A1PZS3UIH64YP7,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3O7L7BFSHFLFRV95C6B27AOA1PAEI8,Well it sure wasn't me dude! I swear. I wouldn't do this to you!,A3MYTEE8WSEQ2Z,male,native,18-25,slightly,A1PZS3UIH64YP7,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3O7L7BFSHFLFRV95C6B27AOA1PAEI8,Well it sure wasn't me dude! I swear. I wouldn't do this to you!,A24DSECWUBZC0Z,male,native,36-45,moderately,A1PZS3UIH64YP7,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3OF2M9AATHK48LQP8WAR5045H0QKZF,"No, def did not tell her. Sorry dude.",A1H4GJFI4NJWKV,female,native,36-45,moderately,A3VVR8NR3ED04C,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3OF2M9AATHK48LQP8WAR5045H0QKZF,"No, def did not tell her. Sorry dude.",AY9S6HCHZ8F1Y,male,native,26-35,none,A3VVR8NR3ED04C,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3OF2M9AATHK48LQP8WAR5045H0QKZF,"No, def did not tell her. Sorry dude.",A14M2EERU7E8KD,female,native,26-35,slightly,A3VVR8NR3ED04C,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3PS7W85Z80YO5DYZY7UKT3P8L6QT94,"Ah man, sorry to hear that. But you really shouldn't be hiding these things from her ya know?",A1H4GJFI4NJWKV,female,native,36-45,moderately,AFBDFUP2ZOXZH,female,native,18-25,0,4,,,,,,,,,,,,,,,,,,,,,,
3PS7W85Z80YO5DYZY7UKT3P8L6QT94,"Ah man, sorry to hear that. But you really shouldn't be hiding these things from her ya know?",A3MYTEE8WSEQ2Z,male,native,18-25,extremely,AFBDFUP2ZOXZH,female,native,18-25,0,4,,,,,,,,,,,,,,,,,,,,,,
3PS7W85Z80YO5DYZY7UKT3P8L6QT94,"Ah man, sorry to hear that. But you really shouldn't be hiding these things from her ya know?",A20O44S26VN11P,female,native,18-25,moderately,AFBDFUP2ZOXZH,female,native,18-25,0,4,,,,,,,,,,,,,,,,,,,,,,
3R9WASFE20CTSZYB7LJUPNC093QFZN,Are you sure you didn't send her a text message when you were drinking last night?,ACKPIJEXGOL72,male,profession,18-25,slightly,A2OY1N37XCCX2S,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3R9WASFE20CTSZYB7LJUPNC093QFZN,Are you sure you didn't send her a text message when you were drinking last night?,A2SKVQA1LQCH0M,female,profession,26-35,none,A2OY1N37XCCX2S,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3R9WASFE20CTSZYB7LJUPNC093QFZN,Are you sure you didn't send her a text message when you were drinking last night?,AWYAVVEVO3O6M,male,profession,18-25,moderately,A2OY1N37XCCX2S,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3RU7GD8VPPP8I01RQWLR5OT1ORUSP9,I would never betray you like that.  I promise it wasn't me.,A2A0M30DSA7ZN,female,native,26-35,extremely,A8UJNIY9R8S7W,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3RU7GD8VPPP8I01RQWLR5OT1ORUSP9,I would never betray you like that.  I promise it wasn't me.,A35DZ5AAKNOKQ8,female,native,26-35,moderately,A8UJNIY9R8S7W,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3RU7GD8VPPP8I01RQWLR5OT1ORUSP9,I would never betray you like that.  I promise it wasn't me.,AWYAVVEVO3O6M,male,profession,18-25,extremely,A8UJNIY9R8S7W,male,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3S0TNUHWKUEHAJJS7PORO3CBYHM8DJ,Well it wasn't me,A3U761PEG7MFKT,female,native,36-45,none,AQY83XO3E149M,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3S0TNUHWKUEHAJJS7PORO3CBYHM8DJ,Well it wasn't me,A3MYTEE8WSEQ2Z,male,native,18-25,none,AQY83XO3E149M,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3S0TNUHWKUEHAJJS7PORO3CBYHM8DJ,Well it wasn't me,APRBKGIRNIXRW,male,native,26-35,none,AQY83XO3E149M,female,native,26-35,0,4,,,,,,,,,,,,,,,,,,,,,,
3UJ1CZ6IZIL4PQJ86HCD7IOKXV3S55,Dude I swear I didn't say anything about it to her,A1H4GJFI4NJWKV,female,native,36-45,very,A1201XQV7QW7CS,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3UJ1CZ6IZIL4PQJ86HCD7IOKXV3S55,Dude I swear I didn't say anything about it to her,A3TWIUN2YTYNML,female,native,36-45,extremely,A1201XQV7QW7CS,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
3UJ1CZ6IZIL4PQJ86HCD7IOKXV3S55,Dude I swear I didn't say anything about it to her,AWYAVVEVO3O6M,male,profession,18-25,moderately,A1201XQV7QW7CS,female,native,36-45,0,4,,,,,,,,,,,,,,,,,,,,,,
33L7PJKHCHUOR8FPTFO6T7UX16T8TR,"I'm sorry dude, hopefully she'll calm down.",A20O44S26VN11P,female,native,18-25,moderately,A1ZIUYPBA8HVPL,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
33L7PJKHCHUOR8FPTFO6T7UX16T8TR,"I'm sorry dude, hopefully she'll calm down.",ACKPIJEXGOL72,male,profession,18-25,moderately,A1ZIUYPBA8HVPL,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
33L7PJKHCHUOR8FPTFO6T7UX16T8TR,"I'm sorry dude, hopefully she'll calm down.",A1H4GJFI4NJWKV,female,native,36-45,slightly,A1ZIUYPBA8HVPL,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
33OOO72IVIHQ3B52AR4BVTQGRVVTCV,As you have a right to be! But I didn't say anything.,AWYAVVEVO3O6M,male,profession,18-25,very,A3VVR8NR3ED04C,male,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
33OOO72IVIHQ3B52AR4BVTQGRVVTCV,As you have a right to be! But I didn't say anything.,ACKPIJEXGOL72,male,profession,18-25,none,A3VVR8NR3ED04C,male,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
33OOO72IVIHQ3B52AR4BVTQGRVVTCV,As you have a right to be! But I didn't say anything.,A14WLAP6TCEKO0,male,native,26-35,very,A3VVR8NR3ED04C,male,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3DY4FPOOA2K9M5YAXJULL6DNOGYRVX,"If you have to sneak around, maybe its something you shouldnt be doing in the first place.",A20O44S26VN11P,female,native,18-25,moderately,A11ISLW81P9YJ9,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3DY4FPOOA2K9M5YAXJULL6DNOGYRVX,"If you have to sneak around, maybe its something you shouldnt be doing in the first place.",AQ5RV9HW7U6ID,male,native,18-25,none,A11ISLW81P9YJ9,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3DY4FPOOA2K9M5YAXJULL6DNOGYRVX,"If you have to sneak around, maybe its something you shouldnt be doing in the first place.",A3MYTEE8WSEQ2Z,male,native,18-25,moderately,A11ISLW81P9YJ9,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3IQ1VMJRYUGJQHZQS733YYZGXK39A3,"I don't know what to say, did you tell someone?",A14M2EERU7E8KD,female,native,26-35,slightly,A2S74P1DL5R8VM,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3IQ1VMJRYUGJQHZQS733YYZGXK39A3,"I don't know what to say, did you tell someone?",A3MYTEE8WSEQ2Z,male,native,18-25,slightly,A2S74P1DL5R8VM,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3IQ1VMJRYUGJQHZQS733YYZGXK39A3,"I don't know what to say, did you tell someone?",A3U761PEG7MFKT,female,native,36-45,slightly,A2S74P1DL5R8VM,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3OS4RQUCRABXA1VV173R355XIXJBFM,"Not me, man. I wouldn't do that to you, bro",A8E99XNOTT390,female,native,36-45,very,AL7L4BS9AW3TI,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3OS4RQUCRABXA1VV173R355XIXJBFM,"Not me, man. I wouldn't do that to you, bro",AQ5RV9HW7U6ID,male,native,18-25,very,AL7L4BS9AW3TI,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3OS4RQUCRABXA1VV173R355XIXJBFM,"Not me, man. I wouldn't do that to you, bro",ACKPIJEXGOL72,male,profession,18-25,moderately,AL7L4BS9AW3TI,female,native,46-55,1,4,,,,,,,,,,,,,,,,,,,,,,
3TDXMTX3CCQBEGGQ6OS4VMWXKRRI6W,"Dude, it was not me who else was there?",APRBKGIRNIXRW,male,native,26-35,none,AW3J8DP6P9VBX,male,native,36-45,1,4,,,,,,,,,,,,,,,,,,,,,,
3TDXMTX3CCQBEGGQ6OS4VMWXKRRI6W,"Dude, it was not me who else was there?",AQ5RV9HW7U6ID,male,native,18-25,moderately,AW3J8DP6P9VBX,male,native,36-45,1,4,,,,,,,,,,,,,,,,,,,,,,
3TDXMTX3CCQBEGGQ6OS4VMWXKRRI6W,"Dude, it was not me who else was there?",A3TWIUN2YTYNML,female,native,36-45,extremely,AW3J8DP6P9VBX,male,native,36-45,1,4,,,,,,,,,,,,,,,,,,,,,,
