"ResponseId","Response","J_WorkerId","J_Gender","J_Literacy","J_Age","Empathy","R_WorkerId","R_Gender","R_Literacy","R_Age","Treatment","ConversationId","Confidence","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X0","Round"
"229","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Oh wow, what a jerk!","A3O31IECW8BRHY","female","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","1","1","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"230","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Oh wow, what a jerk!","A3Q9MCOULHCS4S","female","profession","36-45",1,"A1CH3TODZNQCES","male","native","26-35","1","1","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"231","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Oh wow, what a jerk!","A19D89YNO9Z52K","female","native","18-25",5,"A1CH3TODZNQCES","male","native","26-35","1","1","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"232","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Maybe you should start filling out job apps, who knows!","A340UGIDGIF4W6","female","native","36-45",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","3","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"233","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Maybe you should start filling out job apps, who knows!","A2PZB9LF450MVX","female","native","26-35",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","3","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"234","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Maybe you should start filling out job apps, who knows!","AQVXVMX61864S","male","native","26-35",1,"A1YHIQHLLLQIIQ","female","native","26-35","1","3","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"235","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Don't worry, they will be nice and warm :)","AC4QN4N0PY7YF","male","native","26-35",4,"A1CH3TODZNQCES","male","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"236","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Don't worry, they will be nice and warm :)","A231ZFAME6FLN","female","native","36-45",2,"A1CH3TODZNQCES","male","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"237","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Don't worry, they will be nice and warm :)","A3P6IXUM1ND35A","male","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"238","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","just regular brewed coffee has very little calories. drink it black. no need to quit coffee","A2BIZNP74JU80U","female","native","36-45",2,"AO33H4GL9KZX9","male","native","46-55","3","6","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"239","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","just regular brewed coffee has very little calories. drink it black. no need to quit coffee","A12EQIULBHM4HJ","female","native","26-35",4,"AO33H4GL9KZX9","male","native","46-55","3","6","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"240","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","just regular brewed coffee has very little calories. drink it black. no need to quit coffee","A1ZRK6K5JUPJAV","male","native","36-45",4,"AO33H4GL9KZX9","male","native","46-55","3","6","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"241","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","It wasn't me man, that blows.","A2MMMYB7AE5RQN","male","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","4","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"242","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","It wasn't me man, that blows.","A2PZB9LF450MVX","female","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","4","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"243","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","It wasn't me man, that blows.","A1QSTGFG23OZHT","female","native","18-25",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","4","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"244","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Wow, I would break up with him before he can break up with you :(","A1QSTGFG23OZHT","female","native","18-25",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"245","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Wow, I would break up with him before he can break up with you :(","A3P6IXUM1ND35A","male","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"246","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Wow, I would break up with him before he can break up with you :(","AQVXVMX61864S","male","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","5","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"247","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","really sorry to hear that","A2T11H7YI7QPGD","male","native","26-35",2,"AO33H4GL9KZX9","male","native","46-55","3","7","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"248","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","really sorry to hear that","A17HFDRWYZL1CD","male","native","18-25",2,"AO33H4GL9KZX9","male","native","46-55","3","7","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"249","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","really sorry to hear that","A2MMMYB7AE5RQN","male","native","26-35",4,"AO33H4GL9KZX9","male","native","46-55","3","7","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"250","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","i'll take the uber. i'll be there shortly. sorry.","A19D89YNO9Z52K","female","native","18-25",2,"AO33H4GL9KZX9","male","native","46-55","3","8","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"251","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","i'll take the uber. i'll be there shortly. sorry.","A27M4UQJMN22N4","male","native","18-25",2,"AO33H4GL9KZX9","male","native","46-55","3","8","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"252","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","i'll take the uber. i'll be there shortly. sorry.","A219VCQZADQ45W","female","native","56-65",4,"AO33H4GL9KZX9","male","native","46-55","3","8","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"253","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","haha, it's okay, i won't tell.","A2MMMYB7AE5RQN","male","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","6","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"254","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","haha, it's okay, i won't tell.","A1Y8KKZE2XHW8X","female","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","6","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"255","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","haha, it's okay, i won't tell.","A2BIZNP74JU80U","female","native","36-45",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","6","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"256","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","um, sure. help with what though?","A3HGU6NO6U38IN","female","native","26-35",5,"AO33H4GL9KZX9","male","native","46-55","3","9","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"257","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","um, sure. help with what though?","A15HH69K0VGFQ","female","native","26-35",4,"AO33H4GL9KZX9","male","native","46-55","3","9","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"258","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","um, sure. help with what though?","A1B76WYZ47BQJ","male","native","46-55",2,"AO33H4GL9KZX9","male","native","46-55","3","9","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"259","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","No I'm not, I think I'm depressed.","A1OFPROOWWSHUF","male","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","0","12","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"260","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","No I'm not, I think I'm depressed.","A1XQ7Y5CBAS43K","female","native","36-45",5,"A1CH3TODZNQCES","male","native","26-35","0","12","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"261","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","No I'm not, I think I'm depressed.","A2MMMYB7AE5RQN","male","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","0","12","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"262","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Aw no, I am so sorry :(","ASZODY8Y3JJQK","female","native","18-25",3,"A1YHIQHLLLQIIQ","female","native","26-35","1","7","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"263","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Aw no, I am so sorry :(","A82RLSJJXBKE8","female","native","18-25",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","7","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"264","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Aw no, I am so sorry :(","A17HFDRWYZL1CD","male","native","18-25",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","7","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"265","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","that really sucks. sorry.","A2BIZNP74JU80U","female","native","36-45",2,"AO33H4GL9KZX9","male","native","46-55","3","10","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"266","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","that really sucks. sorry.","AC4QN4N0PY7YF","male","native","26-35",2,"AO33H4GL9KZX9","male","native","46-55","3","10","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"267","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","that really sucks. sorry.","AQVXVMX61864S","male","native","26-35",1,"AO33H4GL9KZX9","male","native","46-55","3","10","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"268","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","I know, what should we do now?","A2PZB9LF450MVX","female","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","0","13","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"269","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","I know, what should we do now?","A340UGIDGIF4W6","female","native","36-45",4,"A1CH3TODZNQCES","male","native","26-35","0","13","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"270","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","I know, what should we do now?","A15WCNO32MHBAF","male","native","56-65",5,"A1CH3TODZNQCES","male","native","26-35","0","13","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"271","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","hope so.","A1BXBRZ187LALK","male","native","36-45",2,"AO33H4GL9KZX9","male","native","46-55","0","11","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"272","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","hope so.","A19D89YNO9Z52K","female","native","18-25",2,"AO33H4GL9KZX9","male","native","46-55","0","11","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"273","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","hope so.","AD317NO9623GZ","female","native","36-45",3,"AO33H4GL9KZX9","male","native","46-55","0","11","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"274","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","I'm sorry if you're mad, I didn't mean to take a nap.","A1JS7D8496047N","female","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","2","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"275","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","I'm sorry if you're mad, I didn't mean to take a nap.","A15WCNO32MHBAF","male","native","56-65",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","2","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"276","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","I'm sorry if you're mad, I didn't mean to take a nap.","A19D89YNO9Z52K","female","native","18-25",1,"A1YHIQHLLLQIIQ","female","native","26-35","1","2","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"277","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Okay great, 2pm it is.","A2BIZNP74JU80U","female","native","36-45",2,"A1CH3TODZNQCES","male","native","26-35","0","14","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"278","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Okay great, 2pm it is.","A19LVWX8ZLO6CS","male","native","36-45",5,"A1CH3TODZNQCES","male","native","26-35","0","14","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"279","3WS1NTTKEZ8WQESL3R62JO9ERBIF00","Okay great, 2pm it is.","AQVXVMX61864S","male","native","26-35",2,"A1CH3TODZNQCES","male","native","26-35","0","14","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"280","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","yeah. i'm fine. just not into being sociable right now.","A17HFDRWYZL1CD","male","native","18-25",4,"AO33H4GL9KZX9","male","native","46-55","0","12","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"281","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","yeah. i'm fine. just not into being sociable right now.","A2BPIBU0SVM23","male","native","18-25",4,"AO33H4GL9KZX9","male","native","46-55","0","12","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"282","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","yeah. i'm fine. just not into being sociable right now.","A3CENIDTHHT4R8","female","native","46-55",2,"AO33H4GL9KZX9","male","native","46-55","0","12","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"283","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Hey Jeremy, sorry I was napping","A1ZVTAK0GLO959","female","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","1","9","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"284","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Hey Jeremy, sorry I was napping","AC4QN4N0PY7YF","male","native","26-35",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","9","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"285","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","Hey Jeremy, sorry I was napping","A231ZFAME6FLN","female","native","36-45",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","9","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"286","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","we'll have to figure out which 3 of us can go","A39N860RODN562","female","native","18-25",4,"AO33H4GL9KZX9","male","native","46-55","0","13","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"287","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","we'll have to figure out which 3 of us can go","A2MMMYB7AE5RQN","male","native","26-35",3,"AO33H4GL9KZX9","male","native","46-55","0","13","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"288","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","we'll have to figure out which 3 of us can go","A2DF1NCVJ8V8K2","female","profession","56-65",3,"AO33H4GL9KZX9","male","native","46-55","0","13","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"289","3WS1NTTKEZ8WQESL3R62JO9ERBIF00",":(, sorry you have to go through this.","A219VCQZADQ45W","female","native","56-65",5,"A1CH3TODZNQCES","male","native","26-35","0","15","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"290","3WS1NTTKEZ8WQESL3R62JO9ERBIF00",":(, sorry you have to go through this.","AFNED08Y4A2WP","male","native","18-25",1,"A1CH3TODZNQCES","male","native","26-35","0","15","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"291","3WS1NTTKEZ8WQESL3R62JO9ERBIF00",":(, sorry you have to go through this.","A1IXH2QLUU5BKZ","male","native","36-45",5,"A1CH3TODZNQCES","male","native","26-35","0","15","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"292","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","oh no! dang the luck","A15HH69K0VGFQ","female","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","10","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"293","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","oh no! dang the luck","AD317NO9623GZ","female","native","36-45",4,"A1YHIQHLLLQIIQ","female","native","26-35","1","10","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"294","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","oh no! dang the luck","A2T11H7YI7QPGD","male","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","1","10","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"295","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","ok. i'll call you at 2","A19LVWX8ZLO6CS","male","native","36-45",2,"AO33H4GL9KZX9","male","native","46-55","0","14","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"296","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","ok. i'll call you at 2","AL5YST63LLYWK","female","native","26-35",2,"AO33H4GL9KZX9","male","native","46-55","0","14","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"297","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","ok. i'll call you at 2","A35X5BSOQNPJMR","gender-na","profession","age-na",5,"AO33H4GL9KZX9","male","native","46-55","0","14","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"298","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Yikes","A166A2M31CW2C7","male","native","26-35",4,"A37AWU2VH1ZIXX","female","native","36-45","2","1","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"299","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Yikes","A2PZB9LF450MVX","female","native","26-35",3,"A37AWU2VH1ZIXX","female","native","36-45","2","1","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"300","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Yikes","A2UB7B47QOX4H8","female","native","36-45",4,"A37AWU2VH1ZIXX","female","native","36-45","2","1","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"301","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","good. now just have to get new ones.","A17HFDRWYZL1CD","male","native","18-25",4,"AO33H4GL9KZX9","male","native","46-55","0","15","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"302","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","good. now just have to get new ones.","A2PZB9LF450MVX","female","native","26-35",2,"AO33H4GL9KZX9","male","native","46-55","0","15","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"303","3A9AA95ATXI7CY3GE08JCDJ9AU9P51","good. now just have to get new ones.","A2BIZNP74JU80U","female","native","36-45",4,"AO33H4GL9KZX9","male","native","46-55","0","15","HighLow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"304","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","They won't be cold lol, I'll even bring sauce.","A82RLSJJXBKE8","female","native","18-25",2,"A1YHIQHLLLQIIQ","female","native","26-35","0","11","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"305","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","They won't be cold lol, I'll even bring sauce.","AQVXVMX61864S","male","native","26-35",4,"A1YHIQHLLLQIIQ","female","native","26-35","0","11","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"306","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","They won't be cold lol, I'll even bring sauce.","A2MMMYB7AE5RQN","male","native","26-35",2,"A1YHIQHLLLQIIQ","female","native","26-35","0","11","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"307","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Im sorry","A19LVWX8ZLO6CS","male","native","36-45",2,"A37AWU2VH1ZIXX","female","native","36-45","2","2","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"308","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Im sorry","A1B76WYZ47BQJ","male","native","46-55",4,"A37AWU2VH1ZIXX","female","native","36-45","2","2","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"309","3IOEN3P9S8F0EAKSYH7Y3NFB34L61R","Im sorry","AL5YST63LLYWK","female","native","26-35",4,"A37AWU2VH1ZIXX","female","native","36-45","2","2","HighOnly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"310","3NKQQ8O39Z1F8GQ5ASPWKVU0VT9UDM","I'm okay, I'm just antisocial at the moment, I enjoy you but I just don't have the energy","A3HGU6NO6U38IN","female","native","26-35",5,"A1YHIQHLLLQIIQ","female","native","26-35","0","12","Default",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
