Input.TaskType,Input.Condition,Input.TreatmentType,Input.ConversationId,Input.ResponseId,Input.Response,Answer.age,Answer.comment,Answer.empathy,Answer.fakeinput,Answer.gender,Answer.literacy,Approve,Reject
1,0.7,1,11,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,If they are cold you can heat them up.,56-65,{},moderately,{},female,native,,
1,0.7,1,11,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,If they are cold you can heat them up.,26-35,{},moderately,{},female,native,,
1,0.8,0,12,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"i'm just in a funk right now, i cant really explain it",18-25,{},moderately,{},male,native,,
1,0.8,0,12,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"i'm just in a funk right now, i cant really explain it",26-35,{},moderately,{},male,native,,
1,0.8,0,12,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"i'm just in a funk right now, i cant really explain it",18-25,{},moderately,{},male,native,,
1,0.7,1,12,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Yes I am fine, never mind I will go.",26-35,{},moderately,{},male,profession,,
1,0.7,1,12,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Yes I am fine, never mind I will go.",18-25,{},moderately,{},male,native,,
1,0.7,1,12,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Yes I am fine, never mind I will go.",36-45,{},slightly,{},male,native,,
1,0.7,0,13,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,So who will be left out?,26-35,{},slightly,{},male,profession,,
1,0.7,0,13,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,So who will be left out?,26-35,{},none,{},female,native,,
1,0.7,0,13,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,So who will be left out?,46-55,{},moderately,{},female,native,,
1,0.8,0,13,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"I agree, what should we do?",66-75,{},moderately,{},male,native,,
1,0.8,0,13,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"I agree, what should we do?",18-25,{},slightly,{},female,native,,
1,0.8,0,13,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"I agree, what should we do?",26-35,{},moderately,{},male,native,,
1,0.7,0,14,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Great, I will call then.",18-25,{},very,{},male,native,,
1,0.7,0,14,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Great, I will call then.",26-35,{},extremely,{},female,native,,
1,0.7,0,14,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Great, I will call then.",26-35,{},moderately,{},male,native,,
1,0.8,0,14,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Thanks (:,26-35,{},very,{},male,native,,
1,0.8,0,14,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Thanks (:,26-35,{},moderately,{},male,native,,
1,0.8,0,14,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Thanks (:,26-35,{},very,{},male,profession,,
1,0.7,1,15,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Good look, I know that is a pain.",26-35,{},moderately,{},male,profession,,
1,0.7,1,15,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Good look, I know that is a pain.",26-35,{},very,{},male,profession,,
1,0.7,1,15,3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Good look, I know that is a pain.",18-25,{},moderately,{},male,native,,
1,0.8,1,15,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"good idea, i'll help you look as well",26-35,{},moderately,{},male,profession,,
1,0.8,1,15,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"good idea, i'll help you look as well",36-45,{},very,{},male,native,,
1,0.8,1,15,3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"good idea, i'll help you look as well",26-35,{},very,{},female,native,,
1,0.8,1,1,3TE3O8573140PE0899AAJ1GCRPE2RN,Roger that.  I'll be prepared.,18-25,{},none,{},male,native,,
1,0.8,1,1,3TE3O8573140PE0899AAJ1GCRPE2RN,Roger that.  I'll be prepared.,26-35,{},extremely,{},female,native,,
1,0.8,1,1,3TE3O8573140PE0899AAJ1GCRPE2RN,Roger that.  I'll be prepared.,26-35,{},slightly,{},male,profession,,
1,0.9,1,1,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Do you want me to just come home instead of going for drinks?,26-35,{},extremely,{},male,profession,,
1,0.9,1,1,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Do you want me to just come home instead of going for drinks?,26-35,{},very,{},male,profession,,
1,0.9,1,1,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Do you want me to just come home instead of going for drinks?,26-35,{},very,{},male,native,,
1,0.8,1,2,3TE3O8573140PE0899AAJ1GCRPE2RN,Sorry Mom.  I'll remember next time.,26-35,{},moderately,{},male,native,,
1,0.8,1,2,3TE3O8573140PE0899AAJ1GCRPE2RN,Sorry Mom.  I'll remember next time.,26-35,{},extremely,{},male,profession,,
1,0.8,1,2,3TE3O8573140PE0899AAJ1GCRPE2RN,Sorry Mom.  I'll remember next time.,18-25,{},moderately,{},male,profession,,
1,0.8,1,3,3TE3O8573140PE0899AAJ1GCRPE2RN,"He's a jerk, you should start looking for a new job.",18-25,{},very,{},male,native,,
1,0.8,1,3,3TE3O8573140PE0899AAJ1GCRPE2RN,"He's a jerk, you should start looking for a new job.",26-35,{},slightly,{},male,profession,,
1,0.8,1,3,3TE3O8573140PE0899AAJ1GCRPE2RN,"He's a jerk, you should start looking for a new job.",56-65,{},moderately,{},female,native,,
1,0.9,1,2,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sorry. I won't let this happen again.,18-25,{},extremely,{},female,native,,
1,0.9,1,2,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sorry. I won't let this happen again.,36-45,{},slightly,{},male,native,,
1,0.9,1,2,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sorry. I won't let this happen again.,36-45,{},extremely,{},male,native,,
1,0.8,1,4,3TE3O8573140PE0899AAJ1GCRPE2RN,That sucks bro.,46-55,{},slightly,{},female,native,,
1,0.8,1,4,3TE3O8573140PE0899AAJ1GCRPE2RN,That sucks bro.,18-25,{},none,{},male,profession,,
1,0.8,1,4,3TE3O8573140PE0899AAJ1GCRPE2RN,That sucks bro.,36-45,{},none,{},male,native,,
1,0.8,1,5,3TE3O8573140PE0899AAJ1GCRPE2RN,You should break up with him before he breaks up with you.,26-35,{},slightly,{},male,native,,
1,0.8,1,5,3TE3O8573140PE0899AAJ1GCRPE2RN,You should break up with him before he breaks up with you.,26-35,{},moderately,{},male,native,,
1,0.8,1,5,3TE3O8573140PE0899AAJ1GCRPE2RN,You should break up with him before he breaks up with you.,18-25,{},moderately,{},male,profession,,
1,0.9,1,3,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Don't let him get to you. Just keep your emotions under control.,26-35,{},moderately,{},male,profession,,
1,0.9,1,3,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Don't let him get to you. Just keep your emotions under control.,26-35,{},very,{},male,profession,,
1,0.9,1,3,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Don't let him get to you. Just keep your emotions under control.,26-35,{},very,{},female,native,,
1,0.8,1,6,3TE3O8573140PE0899AAJ1GCRPE2RN,You are forgiven.  Next time we can go together.,26-35,{},extremely,{},male,native,,
1,0.8,1,6,3TE3O8573140PE0899AAJ1GCRPE2RN,You are forgiven.  Next time we can go together.,26-35,{},extremely,{},male,profession,,
1,0.8,1,6,3TE3O8573140PE0899AAJ1GCRPE2RN,You are forgiven.  Next time we can go together.,26-35,{},extremely,{},female,native,,
1,0.9,1,4,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"I'm sorry, but it wasn't me.",26-35,{},very,{},male,profession,,
1,0.9,1,4,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"I'm sorry, but it wasn't me.",36-45,{},slightly,{},male,native,,
1,0.9,1,4,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"I'm sorry, but it wasn't me.",26-35,{},moderately,{},male,profession,,
1,0.8,1,7,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm so sorry to hear that Paula.,26-35,{},very,{},male,native,,
1,0.8,1,7,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm so sorry to hear that Paula.,26-35,{},very,{},male,profession,,
1,0.8,1,7,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm so sorry to hear that Paula.,26-35,{},very,{},male,native,,
1,0.9,1,5,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,It's ok. You'll find someone else then you wont even have to worry about it.,36-45,{},moderately,{},male,native,,
1,0.9,1,5,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,It's ok. You'll find someone else then you wont even have to worry about it.,56-65,{},none,{},male,native,,
1,0.9,1,5,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,It's ok. You'll find someone else then you wont even have to worry about it.,26-35,{},moderately,{},male,native,,
1,0.8,0,8,3TE3O8573140PE0899AAJ1GCRPE2RN,You are not help at all.  Guess I'll uber.,26-35,{},none,{},male,native,,
1,0.8,0,8,3TE3O8573140PE0899AAJ1GCRPE2RN,You are not help at all.  Guess I'll uber.,36-45,{},none,{},male,native,,
1,0.8,0,8,3TE3O8573140PE0899AAJ1GCRPE2RN,You are not help at all.  Guess I'll uber.,18-25,{},slightly,{},male,profession,,
1,0.9,1,6,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I wasn't saying any of this to upset you.,18-25,{},moderately,{},male,native,,
1,0.9,1,6,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I wasn't saying any of this to upset you.,26-35,{},moderately,{},male,native,,
1,0.9,1,6,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I wasn't saying any of this to upset you.,26-35,{},very,{},male,profession,,
1,0.8,1,11,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Don't worry, they won't be",26-35,{},extremely,{},female,native,,
1,0.8,1,11,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Don't worry, they won't be",36-45,{},moderately,{},female,native,,
1,0.8,1,11,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Don't worry, they won't be",26-35,{},moderately,{},male,profession,,
1,0.8,0,9,3TE3O8573140PE0899AAJ1GCRPE2RN,What's up?  I'm here to help.,26-35,{},very,{},male,native,,
1,0.8,0,9,3TE3O8573140PE0899AAJ1GCRPE2RN,What's up?  I'm here to help.,26-35,{},extremely,{},male,profession,,
1,0.8,0,9,3TE3O8573140PE0899AAJ1GCRPE2RN,What's up?  I'm here to help.,26-35,{},moderately,{},male,profession,,
1,0.8,0,12,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Yeah, I'm fine. I just have been anti-social recently.",18-25,{},moderately,{},male,profession,,
1,0.8,0,12,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Yeah, I'm fine. I just have been anti-social recently.",26-35,{},moderately,{},male,native,,
1,0.8,0,12,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Yeah, I'm fine. I just have been anti-social recently.",36-45,{},moderately,{},female,native,,
1,0.9,1,7,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm glad too. Don't sweat it though.,26-35,{},moderately,{},male,profession,,
1,0.9,1,7,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm glad too. Don't sweat it though.,26-35,{},moderately,{},male,profession,,
1,0.9,1,7,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm glad too. Don't sweat it though.,18-25,GOOD,very,{},female,profession,,
1,0.9,1,8,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me?,36-45,{},moderately,{},male,native,,
1,0.9,1,8,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me?,26-35,{},none,{},male,native,,
1,0.9,1,8,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me?,18-25,{},moderately,{},male,native,,
1,0.9,0,9,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Seriously, are you just going to ignore me?",26-35,{},none,{},male,native,,
1,0.9,0,9,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Seriously, are you just going to ignore me?",26-35,{},moderately,{},male,profession,,
1,0.9,0,9,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Seriously, are you just going to ignore me?",26-35,{},none,{},male,native,,
1,0.8,1,10,3TE3O8573140PE0899AAJ1GCRPE2RN,"That really sucks, sorry that happened to you.",18-25,{},very,{},female,native,,
1,0.8,1,10,3TE3O8573140PE0899AAJ1GCRPE2RN,"That really sucks, sorry that happened to you.",18-25,{},very,{},female,native,,
1,0.8,1,10,3TE3O8573140PE0899AAJ1GCRPE2RN,"That really sucks, sorry that happened to you.",36-45,{},very,{},male,native,,
1,0.9,1,10,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Go home and change clothes. You'll be okay.,18-25,{},none,{},male,profession,,
1,0.9,1,10,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Go home and change clothes. You'll be okay.,56-65,{},moderately,{},female,native,,
1,0.9,1,10,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Go home and change clothes. You'll be okay.,26-35,{},slightly,{},male,profession,,
1,0.8,0,13,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Yeah. We'll figure something out,56-65,{},slightly,{},female,native,,
1,0.8,0,13,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Yeah. We'll figure something out,18-25,{},slightly,{},male,native,,
1,0.8,0,13,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Yeah. We'll figure something out,26-35,{},extremely,{},male,profession,,
1,0.8,1,11,3TE3O8573140PE0899AAJ1GCRPE2RN,They won't bro.  I'm almost there.,36-45,{},moderately,{},male,native,,
1,0.8,1,11,3TE3O8573140PE0899AAJ1GCRPE2RN,They won't bro.  I'm almost there.,36-45,{},moderately,{},female,native,,
1,0.8,1,11,3TE3O8573140PE0899AAJ1GCRPE2RN,They won't bro.  I'm almost there.,26-35,{},moderately,{},male,native,,
1,0.9,0,11,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sitting on them so they'll be warm LOL,26-35,{},slightly,{},female,native,,
1,0.9,0,11,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sitting on them so they'll be warm LOL,26-35,{},slightly,{},male,native,,
1,0.9,0,11,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm sitting on them so they'll be warm LOL,26-35,{},slightly,{},male,profession,,
1,0.8,0,14,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Okay, talk to you then",26-35,{},moderately,{},male,native,,
1,0.8,0,14,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Okay, talk to you then",26-35,{},slightly,{},male,native,,
1,0.8,0,14,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,"Okay, talk to you then",26-35,{},moderately,{},male,profession,,
1,0.9,0,12,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm fine. I'm just not up for it right now.,26-35,{},slightly,{},male,profession,,
1,0.9,0,12,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm fine. I'm just not up for it right now.,36-45,{},slightly,{},male,native,,
1,0.9,0,12,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,I'm fine. I'm just not up for it right now.,18-25,{},slightly,{},male,native,,
1,0.8,0,12,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm okay.  Just don't really feel like being around people.,26-35,{},very,{},male,profession,,
1,0.8,0,12,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm okay.  Just don't really feel like being around people.,56-65,{},moderately,{},female,native,,
1,0.8,0,12,3TE3O8573140PE0899AAJ1GCRPE2RN,I'm okay.  Just don't really feel like being around people.,26-35,{},moderately,{},male,profession,,
1,0.8,1,15,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Better safe than sorry,26-35,{},moderately,{},female,native,,
1,0.8,1,15,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Better safe than sorry,26-35,{},moderately,{},female,native,,
1,0.8,1,15,3G5F9DBFOQTWXBK71EIR72BH1E8HVC,Better safe than sorry,36-45,{},moderately,{},female,native,,
1,0.8,0,13,3TE3O8573140PE0899AAJ1GCRPE2RN,Yes it is.  Any advice on what I should do?,26-35,{},moderately,{},male,profession,,
1,0.8,0,13,3TE3O8573140PE0899AAJ1GCRPE2RN,Yes it is.  Any advice on what I should do?,46-55,{},moderately,{},female,native,,
1,0.8,0,13,3TE3O8573140PE0899AAJ1GCRPE2RN,Yes it is.  Any advice on what I should do?,26-35,{},extremely,{},male,profession,,
1,0.9,0,13,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Then what are we going to do? Do you have another way to get tickets?,26-35,{},very,{},male,profession,,
1,0.9,0,13,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Then what are we going to do? Do you have another way to get tickets?,18-25,{},none,{},male,native,,
1,0.9,0,13,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Then what are we going to do? Do you have another way to get tickets?,56-65,{},slightly,{},female,native,,
1,0.9,1,1,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,What can I do to help?,26-35,{},moderately,{},male,profession,,
1,0.9,1,1,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,What can I do to help?,18-25,{},very,{},male,profession,,
1,0.9,1,1,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,What can I do to help?,36-45,{},slightly,{},male,native,,
1,0.8,0,14,3TE3O8573140PE0899AAJ1GCRPE2RN,Okay.  Talk to you at 2.,56-65,{},slightly,{},female,native,,
1,0.8,0,14,3TE3O8573140PE0899AAJ1GCRPE2RN,Okay.  Talk to you at 2.,66-75,{},very,{},male,native,,
1,0.8,0,14,3TE3O8573140PE0899AAJ1GCRPE2RN,Okay.  Talk to you at 2.,26-35,{},moderately,{},male,native,,
1,0.9,0,14,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Ok, cool. I'll call you then.",26-35,{},moderately,{},male,native,,
1,0.9,0,14,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Ok, cool. I'll call you then.",26-35,{},moderately,{},male,profession,,
1,0.9,0,14,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,"Ok, cool. I'll call you then.",36-45,{},very,{},female,native,,
1,0.9,1,15,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me about this?,18-25,{},none,{},male,native,,
1,0.9,1,15,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me about this?,26-35,{},moderately,{},male,profession,,
1,0.9,1,15,3FE7TXL1LJJ0DDL8WULAEB67V3C2QM,Are you upset with me about this?,26-35,{},very,{},male,native,,
1,0.8,1,15,3TE3O8573140PE0899AAJ1GCRPE2RN,That's good.  I hope you find it.,18-25,{},moderately,{},male,native,,
1,0.8,1,15,3TE3O8573140PE0899AAJ1GCRPE2RN,That's good.  I hope you find it.,26-35,{},moderately,{},male,profession,,
1,0.8,1,15,3TE3O8573140PE0899AAJ1GCRPE2RN,That's good.  I hope you find it.,26-35,{},extremely,{},female,native,,
1,0.6,1,1,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,"no worries, probably no worse than my place",26-35,{},moderately,{},male,profession,,
1,0.6,1,1,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,"no worries, probably no worse than my place",26-35,{},slightly,{},male,profession,,
1,0.6,1,1,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,"no worries, probably no worse than my place",46-55,{},very,{},male,native,,
1,0.9,1,1,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Why, what's going on?!",36-45,{},moderately,{},male,native,,
1,0.9,1,1,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Why, what's going on?!",26-35,{},slightly,{},female,native,,
1,0.9,1,1,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Why, what's going on?!",18-25,{},moderately,{},female,native,,
1,0.9,1,2,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry mom, I'll try to remember next time.",26-35,{},moderately,{},male,profession,,
1,0.9,1,2,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry mom, I'll try to remember next time.",18-25,{},very,{},male,profession,,
1,0.9,1,2,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry mom, I'll try to remember next time.",26-35,{},extremely,{},male,profession,,
1,0.6,0,2,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,sorry mom I got so busy and it completely slipped my mind,56-65,{},very,{},male,native,,
1,0.6,0,2,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,sorry mom I got so busy and it completely slipped my mind,18-25,{},none,{},female,native,,
1,0.6,0,2,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,sorry mom I got so busy and it completely slipped my mind,26-35,{},moderately,{},female,native,,
1,0.9,1,3,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Time for job hunting!,26-35,{},very,{},male,profession,,
1,0.9,1,3,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Time for job hunting!,18-25,{},slightly,{},male,native,,
1,0.9,1,3,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Time for job hunting!,26-35,{},slightly,{},male,profession,,
1,0.9,1,4,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry dude, wasn't me.",36-45,{},moderately,{},male,native,,
1,0.9,1,4,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry dude, wasn't me.",56-65,{},slightly,{},female,native,,
1,0.9,1,4,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,"Sorry dude, wasn't me.",26-35,{},none,{},male,profession,,
1,0.6,1,3,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,bosses can be stupid. hang in there!,18-25,{},moderately,{},male,native,,
1,0.6,1,3,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,bosses can be stupid. hang in there!,26-35,{},moderately,{},female,native,,
1,0.6,1,3,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,bosses can be stupid. hang in there!,36-45,{},extremely,{},male,native,,
1,0.9,1,2,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Mom, I'll take care of it.",age-na,{},very,{},gender-na,native,,
1,0.9,1,2,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Mom, I'll take care of it.",18-25,{},extremely,{},male,native,,
1,0.9,1,2,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Mom, I'll take care of it.",18-25,{},very,{},male,native,,
1,0.9,1,5,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Beat him to the punch and break up with him first?!,18-25,{},moderately,{},male,native,,
1,0.9,1,5,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Beat him to the punch and break up with him first?!,26-35,{},extremely,{},female,native,,
1,0.9,1,5,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,Beat him to the punch and break up with him first?!,56-65,{},very,{},female,native,,
1,0.9,1,3,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What did he do this time?,26-35,{},very,{},male,profession,,
1,0.9,1,3,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What did he do this time?,18-25,{},moderately,{},female,native,,
1,0.9,1,3,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What did he do this time?,26-35,{},moderately,{},male,profession,,
1,0.9,1,6,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,No judgement here!  I could never even think of giving up coffee.,26-35,{},extremely,{},male,profession,,
1,0.9,1,6,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,No judgement here!  I could never even think of giving up coffee.,56-65,{},slightly,{},female,native,,
1,0.9,1,6,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,No judgement here!  I could never even think of giving up coffee.,18-25,{},very,{},male,profession,,
1,0.9,1,4,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Well I certainly didn't tell her. That's insane though.,18-25,{},very,{},male,native,,
1,0.9,1,4,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Well I certainly didn't tell her. That's insane though.,18-25,{},slightly,{},female,native,,
1,0.9,1,4,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Well I certainly didn't tell her. That's insane though.,26-35,{},slightly,{},male,profession,,
1,0.9,1,5,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Do you want to try to save the relationship?,18-25,{},very,{},female,native,,
1,0.9,1,5,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Do you want to try to save the relationship?,46-55,no,very,{},female,native,,
1,0.9,1,5,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,Do you want to try to save the relationship?,18-25,{},slightly,{},male,native,,
1,0.6,0,4,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,I wonder who it was,26-35,{},slightly,{},male,profession,,
1,0.6,0,4,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,I wonder who it was,36-45,{},slightly,{},female,native,,
1,0.6,0,4,3P59JYT76MGD5TD0DYF5JGHUFAB2T0,I wonder who it was,26-35,{},slightly,{},male,native,,
1,0.9,1,6,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Jess, I didn't mean it like that",36-45,{},very,{},male,native,,
1,0.9,1,6,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Jess, I didn't mean it like that",26-35,{},extremely,{},female,native,,
1,0.9,1,6,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"I'm sorry Jess, I didn't mean it like that",18-25,{},very,{},male,native,,
1,0.9,1,7,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'm so sorry to hear that.  How can I help?,18-25,{},very,{},female,native,,
1,0.9,1,7,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'm so sorry to hear that.  How can I help?,36-45,{},very,{},male,native,,
1,0.9,1,7,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'm so sorry to hear that.  How can I help?,26-35,{},extremely,{},male,profession,,
1,0.9,1,7,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Oh no Paula, I'm so sorry. I'm here for you if you'd like to talk.",26-35,{},moderately,{},female,native,,
1,0.9,1,7,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Oh no Paula, I'm so sorry. I'm here for you if you'd like to talk.",26-35,{},extremely,{},male,profession,,
1,0.9,1,7,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,"Oh no Paula, I'm so sorry. I'm here for you if you'd like to talk.",26-35,{},extremely,{},male,native,,
1,0.9,1,8,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'll take an Uber and get there asap.  Sorry about this!,26-35,{},moderately,{},male,profession,,
1,0.9,1,8,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'll take an Uber and get there asap.  Sorry about this!,18-25,{},very,{},male,native,,
1,0.9,1,8,3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH,I'll take an Uber and get there asap.  Sorry about this!,26-35,{},very,{},male,native,,
1,0.9,1,8,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What's wrong Sarah?,26-35,{},very,{},male,native,,
1,0.9,1,8,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What's wrong Sarah?,18-25,{},extremely,{},male,profession,,
1,0.9,1,8,3SKEMFQBZ41POPP2Z6AESG71IXG8K7,What's wrong Sarah?,26-35,{},moderately,{},male,native,,
